# timestamp tx ty tz qx qy qz qw
1774300329.010808 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1774300329.077834 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1774300329.144708 -0.004285693168640137 0.0009291172027587891 0.002489805221557617 0.0022118068300187588 0.003249883418902755 0.0013926010578870773 0.9999912977218628
1774300329.211578 -0.0071187615394592285 0.0005081295967102051 0.004570424556732178 0.0019343995954841375 0.004284889902919531 0.0014080749824643135 0.9999879598617554
1774300329.278332 -0.01276928186416626 -0.0004514455795288086 0.00968790054321289 0.0019314972450956702 0.0066170161589980125 0.0018893805099651217 0.9999744296073914
1774300329.345335 -0.01634436845779419 -0.0014968514442443848 0.012852072715759277 0.0018555811839178205 0.007763061672449112 0.002443416276946664 0.9999651312828064
1774300329.412360 -0.017619669437408447 -0.0014996528625488281 0.01244354248046875 0.0020842629019171 0.008048889227211475 0.002880843123421073 0.999961256980896
1774300329.479239 -0.022691845893859863 -0.002536296844482422 0.01675260066986084 0.0019143460085615516 0.010235280729830265 0.0033404116984456778 0.9999402165412903
1774300329.512609 -0.02578890323638916 -0.004694819450378418 0.02031785249710083 0.001274537411518395 0.011552869342267513 0.003908160142600536 0.9999247789382935
1774300329.612854 -0.03338325023651123 -0.008975028991699219 0.025252103805541992 0.0013084259117022157 0.014173480682075024 0.006642479449510574 0.9998766183853149
1774300329.679871 -0.037948429584503174 -0.015127182006835938 0.028432905673980713 0.0011069239117205143 0.015558344312012196 0.009578065015375614 0.9998324513435364
1774300329.713375 -0.04147058725357056 -0.01564610004425049 0.028054773807525635 0.0014688026858493686 0.01589304208755493 0.01042900886386633 0.9998182058334351
1774300329.813745 -0.0523187518119812 -0.017956972122192383 0.029094398021697998 0.0022286653984338045 0.017291754484176636 0.01299136970192194 0.9997636079788208
1774300329.880627 -0.0581548810005188 -0.021866798400878906 0.02917158603668213 0.001902504125609994 0.01709858514368534 0.014876056462526321 0.9997413158416748
1774300329.914142 -0.061803579330444336 -0.022914528846740723 0.028603553771972656 0.001945958356373012 0.016808148473501205 0.015597543679177761 0.9997351765632629
1774300330.014377 -0.07416731119155884 -0.024839162826538086 0.02714526653289795 0.0010390505194664001 0.015423606149852276 0.016668638214468956 0.9997415542602539
1774300330.047895 -0.0783197283744812 -0.025373101234436035 0.02571260929107666 0.0012272871099412441 0.015017927624285221 0.017425278201699257 0.99973464012146
1774300330.114794 -0.08607155084609985 -0.028172612190246582 0.0242997407913208 0.0013472752179950476 0.014613395556807518 0.019476434215903282 0.9997025728225708
1774300330.181659 -0.09888356924057007 -0.028043508529663086 0.025852560997009277 0.0008273107232525945 0.014761015772819519 0.019070947542786598 0.9997088313102722
1774300330.248536 -0.11195260286331177 -0.023799419403076172 0.026491761207580566 0.0009238268248736858 0.015197469852864742 0.017331048846244812 0.9997338652610779
1774300330.315543 -0.12913250923156738 -0.01696169376373291 0.02872753143310547 0.0006088873487897217 0.016030631959438324 0.014022133313119411 0.9997730255126953
1774300330.382421 -0.14853912591934204 -0.005844831466674805 0.030194401741027832 0.0004473006119951606 0.01638794131577015 0.008765962906181812 0.9998272061347961
1774300330.449306 -0.1683354377746582 0.004829883575439453 0.03224974870681763 -0.0003910356026608497 0.01642276905477047 0.0032560531981289387 0.9998597502708435
1774300330.516057 -0.1806277632713318 0.01061868667602539 0.03249245882034302 -0.001788473455235362 0.01526920311152935 0.0005109554040245712 0.9998816847801208
1774300330.583056 -0.18042534589767456 0.0092850923538208 0.025506138801574707 -0.0006398411933332682 0.012901228852570057 0.002523792441934347 0.9999133944511414
1774300330.650070 -0.1761651635169983 0.004581809043884277 0.01992058753967285 -0.0002452895569149405 0.01070555578917265 0.005124466959387064 0.9999294877052307
1774300330.716940 -0.17580676078796387 0.002894878387451172 0.018395602703094482 -4.0950872062239796e-05 0.010492139495909214 0.006014538463205099 0.9999268651008606
1774300330.783820 -0.1783435344696045 0.003671407699584961 0.020138680934906006 -4.203253411105834e-05 0.011313993483781815 0.005375731270760298 0.9999215602874756
1774300330.850612 -0.18032562732696533 0.00570225715637207 0.022623419761657715 -0.00044095813063904643 0.011980259791016579 0.004059241618961096 0.9999198913574219
1774300330.917594 -0.18131428956985474 0.0077478885650634766 0.022420108318328857 -6.184792437124997e-05 0.01231398619711399 0.0032484305556863546 0.9999188780784607
1774300330.984596 -0.18311285972595215 0.007938385009765625 0.023906707763671875 -0.00036521200672723353 0.012716278433799744 0.002807116834446788 0.9999151229858398
1774300331.051462 -0.18442422151565552 0.009542465209960938 0.023771226406097412 -0.0005226712673902512 0.012597975321114063 0.001984686590731144 0.999918520450592
1774300331.118372 -0.18687808513641357 0.012245416641235352 0.024290859699249268 -0.00035236755502410233 0.01294634398072958 0.000851819000672549 0.9999157786369324
1774300331.185095 -0.18744522333145142 0.012604117393493652 0.02531057596206665 -0.0006349297473207116 0.013016165234148502 0.0004714791430160403 0.9999149441719055
1774300331.252097 -0.18498849868774414 0.012420892715454102 0.02279806137084961 -0.0005077456589788198 0.011946054175496101 0.000724494515452534 0.9999282360076904
1774300331.319099 -0.1799633502960205 0.010904788970947266 0.01909083127975464 -0.00045411885366775095 0.009880355559289455 0.0014788409462198615 0.9999499917030334
1774300331.385980 -0.17254364490509033 0.009783625602722168 0.01108860969543457 -0.0002642010513227433 0.0065438891761004925 0.002085815416648984 0.9999763369560242
1774300331.452852 -0.17048537731170654 0.009343266487121582 0.010416388511657715 -0.0002858255465980619 0.006141305901110172 0.0023252207320183516 0.9999783635139465
1774300331.519626 -0.16866952180862427 0.008328914642333984 0.00976550579071045 -0.0005739359767176211 0.005464490037411451 0.00240382575429976 0.9999819993972778
1774300331.586665 -0.16574221849441528 0.007310628890991211 0.007904231548309326 -0.0008347867405973375 0.004232843406498432 0.002636795863509178 0.9999871850013733
1774300331.653644 -0.1636015772819519 0.007469296455383301 0.005187809467315674 -0.0005050227046012878 0.0032498284708708525 0.002835604129359126 0.9999905824661255
1774300331.720706 -0.1625152826309204 0.0068302154541015625 0.004542052745819092 -0.0004968708963133395 0.002925421576946974 0.003163181710988283 0.9999905824661255
1774300331.787387 -0.16137903928756714 0.006438016891479492 0.003697037696838379 -0.0006147300009615719 0.0025652118492871523 0.0032852725125849247 0.9999911189079285
1774300331.854266 -0.16106313467025757 0.006243586540222168 0.0038840770721435547 -0.0007189971511252224 0.002474058885127306 0.003306634956970811 0.9999911785125732
1774300331.921151 -0.16036272048950195 0.006796598434448242 0.0028406381607055664 -0.0005043066921643913 0.002237306209281087 0.003332874970510602 0.9999918341636658
1774300331.988055 -0.1595776081085205 0.006650328636169434 0.0026308298110961914 -0.0006796027882955968 0.002066292567178607 0.003355196211487055 0.9999920129776001
1774300332.055049 -0.16011583805084229 0.006472587585449219 0.002664625644683838 -0.0006431769579648972 0.00205680588260293 0.0033874057698994875 0.9999918937683105
1774300332.121913 -0.15981024503707886 0.006508946418762207 0.002332627773284912 -0.0005809076246805489 0.002011009491980076 0.003400463378056884 0.9999920129776001
1774300332.188694 -0.16031742095947266 0.00634312629699707 0.0026707053184509277 -0.000654630537610501 0.0020312753040343523 0.003395333420485258 0.9999919533729553
1774300332.255544 -0.16054761409759521 0.006227254867553711 0.002809762954711914 -0.000653663941193372 0.002041593659669161 0.003418542444705963 0.9999918341636658
1774300332.322592 -0.1602669358253479 0.006258249282836914 0.002395331859588623 -0.0005354123422876 0.001989892218261957 0.0034748653415590525 0.9999918341636658
1774300332.389593 -0.1606786847114563 0.006120085716247559 0.003124237060546875 -0.0007288137567229569 0.0020884366240352392 0.00340683339163661 0.9999917149543762
1774300332.456429 -0.1604602336883545 0.006125807762145996 0.0028710365295410156 -0.0007000156911090016 0.0020336168818175793 0.00343717890791595 0.999991774559021
1774300332.523329 -0.15979695320129395 0.006194591522216797 0.002098679542541504 -0.0004883912624791265 0.0019404322374612093 0.0035292308311909437 0.999991774559021
1774300332.590055 -0.16021347045898438 0.006092190742492676 0.0025671720504760742 -0.000583769753575325 0.0020106015726923943 0.0034878961741924286 0.9999917149543762
1774300332.657065 -0.16009145975112915 0.005987882614135742 0.0024936795234680176 -0.0006013922393321991 0.0019544726237654686 0.003520494792610407 0.9999917149543762
1774300332.724066 -0.16032058000564575 0.006249547004699707 0.0025666356086730957 -0.0006157984025776386 0.0019617811776697636 0.0034337500110268593 0.9999919533729553
1774300332.790954 -0.16037994623184204 0.005918622016906738 0.0027273893356323242 -0.0006955161807127297 0.0019445811631157994 0.003488874761387706 0.999991774559021
1774300332.857966 -0.15994805097579956 0.005818724632263184 0.00260847806930542 -0.0007258526748046279 0.001919137081131339 0.003514406504109502 0.9999917149543762
1774300332.924582 -0.16029995679855347 0.005917906761169434 0.0027126669883728027 -0.0007310505025088787 0.001916692708618939 0.0034645406994968653 0.9999918937683105
1774300332.991597 -0.1605326533317566 0.005631566047668457 0.0030164718627929688 -0.0008461417746730149 0.001921464572660625 0.003497515106573701 0.9999916553497314
1774300333.058612 -0.16034817695617676 0.005841970443725586 0.00282442569732666 -0.0007495023892261088 0.0019263466820120811 0.0034939239267259836 0.999991774559021
1774300333.125485 -0.16011232137680054 0.005578279495239258 0.002984941005706787 -0.0008773740846663713 0.0019087240798398852 0.0035045738331973553 0.9999916553497314
